family,operator_id,weight_shape,incumbent,selected,selection_reason,margin_vs_incumbent_pct,incumbent_mean_ms,selected_mean_ms
fused_quant_qconv,745,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,4.879296076665285,0.218717,0.20804514999999998
fused_quant_qconv,753,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.39574656666666663,0.39574656666666663
fused_quant_qconv,760,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.92860982261949,0.2210164,0.20791320000000002
fused_quant_qconv,768,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.39502438333333334,0.39502438333333334
fused_quant_qconv,775,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.112724369717555,0.21883244999999998,0.20764415
fused_quant_qconv,783,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.39487415,0.39487415
fused_quant_qconv,790,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.251850446813585,0.21905295,0.20754861666666666
fused_quant_qconv,798,32x128x3,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.39482816666666665,0.39482816666666665
fused_quant_qconv,805,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,4.64260667682183,0.2204462,0.21021175
fused_quant_qconv,813,32x128x3,combined_hybrid,combined_hybrid,incumbent_within_margin,0.13584568951338638,0.39673691666666666,0.39673691666666666
fused_quant_qconv,820,64x128x1,combined_hybrid,combined_v5,fastest_bitwise,5.149198473032539,0.21891756666666667,0.20764506666666668
fused_quant_qconv,829,192x1024x1,combined_hybrid,combined_hybrid,fastest_bitwise,0.0,0.3996675333333333,0.3996675333333333
